Timestamp,Vehicle_ID,Vehicle_Model,Battery_Age_Months,Avg_Cell_Voltage,Max_Cell_Voltage,Min_Cell_Voltage,Pack_Current,Charging_State,Charge_Throughput,Avg_Temperature,Max_Temperature,Min_Temperature,Ambient_Temperature,Internal_Resistance,Pressure_Level,Coolant_Flow_Rate,Insulation_Resistance,Cycle_Count,Depth_of_Discharge,Energy_Consumed_kWh,Energy_Regenerated_kWh,Distance_Traveled_km,Speed_kmh,Acceleration_ms2,Location_City,Location_Latitude,Location_Longitude,Altitude_m,Humidity_Percent,Air_Pressure_kPa
2024-05-06T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,57,3.386,3.619,3.023,-48.64,Charging,56037.55,43.15,46.45,37.51,36.87,3.893,1.102,3.579,1540410,712,0.0,0.0,0.99,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,82,102.2
2024-05-06T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,44,3.393,3.63,3.156,-1.74,Idle,47771.77,27.64,31.64,23.55,31.23,3.295,1.293,3.103,1387621,531,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,79,100.7
2024-05-06T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,4,3.56,3.758,3.444,90.42,Discharging,10745.27,40.96,52.6,38.9,33.11,3.103,1.458,3.824,1690802,109,34.2,1.93,0.0,44.5,88.8,-2.4,Bangalore,12.9716,77.5946,920,88,91.8
2024-05-06T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,46,3.389,3.633,3.278,20.11,Discharging,52362.77,31.93,42.46,25.27,31.25,3.496,1.644,3.283,1355310,625,54.8,0.41,0.0,156.7,51.7,0.3,Chennai,13.0827,80.2707,6,78,100.7
2024-05-07T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,18,3.465,3.747,3.212,76.27,Discharging,33710.14,34.81,47.45,27.75,29.31,2.945,1.78,3.533,1575123,352,30.0,1.59,0.0,72.7,26.5,-1.8,Bangalore,12.9716,77.5946,920,90,92.5
2024-05-07T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,50,3.521,3.823,3.29,67.6,Discharging,68363.77,44.18,55.11,36.74,34.97,3.857,1.366,3.877,1401361,727,34.7,1.43,0.0,153.3,5.5,-1.4,Bangalore,12.9716,77.5946,920,77,92.7
2024-05-07T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,41,3.446,3.756,3.135,77.08,Discharging,42040.31,40.44,45.22,35.73,34.61,3.708,1.72,3.923,1560797,582,72.7,1.59,0.0,96.8,47.1,-1.0,Pune,18.5204,73.8567,560,73,94.2
2024-05-07T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,60,3.492,3.67,3.304,45.21,Discharging,78621.1,38.08,48.21,32.58,34.48,3.703,1.241,2.41,1019536,818,30.6,0.95,0.0,14.5,42.7,2.5,Bangalore,12.9716,77.5946,920,80,91.6
2024-05-08T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,3,3.462,3.677,3.298,44.14,Discharging,10734.58,35.22,41.44,32.61,31.99,3.162,1.544,3.45,1694681,150,24.6,0.92,0.0,140.9,4.0,-1.4,Bangalore,12.9716,77.5946,920,72,91.6
2024-05-08T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,23,3.492,3.831,3.147,21.61,Discharging,26437.89,33.34,45.97,27.94,32.02,3.326,1.693,3.822,1703485,365,40.7,0.45,0.0,47.9,53.4,2.5,Mumbai,19.076,72.8777,14,81,100.5
2024-05-08T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,47,3.364,3.586,3.157,-0.02,Idle,51520.44,30.17,36.49,24.93,33.98,3.354,1.569,2.281,1492387,567,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,70,100.1
2024-05-08T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,60,3.637,3.856,3.327,66.9,Discharging,52155.49,37.7,46.09,35.29,34.93,3.83,1.076,2.278,1403169,748,31.0,1.46,0.0,126.4,55.9,-1.0,Mumbai,19.076,72.8777,14,80,101.8
2024-05-09T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,20,3.714,3.84,3.591,75.87,Discharging,33347.53,41.14,48.25,34.75,29.9,3.489,1.184,2.717,1166637,327,44.1,1.69,0.0,114.6,91.4,-2.3,Bangalore,12.9716,77.5946,920,83,92.0
2024-05-09T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,25,3.725,3.869,3.391,96.14,Discharging,29441.04,46.12,54.85,42.2,32.9,3.381,1.365,2.467,1301482,389,60.4,2.15,0.0,61.3,53.3,-1.3,Pune,18.5204,73.8567,560,68,94.3
2024-05-09T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,14,3.555,3.849,3.28,-95.29,Charging,18367.99,44.4,51.7,39.13,33.29,3.531,1.647,3.986,1174144,202,0.0,0.0,2.03,0.0,0.0,0.0,Pune,18.5204,73.8567,560,76,93.3
2024-05-09T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,23,3.473,3.66,3.206,-59.52,Charging,37218.29,35.28,43.63,27.73,32.97,3.094,1.173,2.958,1752660,380,0.0,0.0,1.24,0.0,0.0,0.0,Pune,18.5204,73.8567,560,65,94.0
2024-05-10T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,23,3.761,4.061,3.388,-39.0,Charging,32822.35,33.49,39.2,27.5,27.72,3.242,1.562,3.331,1668272,424,0.0,0.0,0.88,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,79,102.5
2024-05-10T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,55,3.426,3.715,3.294,75.04,Discharging,74990.9,43.57,51.17,40.89,33.05,3.639,1.013,3.583,1510582,757,85.7,1.54,0.0,30.9,14.2,1.3,Delhi,28.6139,77.209,216,61,99.8
2024-05-10T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,21,3.472,3.71,3.219,67.9,Discharging,27051.61,42.15,51.24,39.8,31.51,3.391,1.501,3.122,1362570,287,82.7,1.41,0.0,100.4,102.2,-0.3,Mumbai,19.076,72.8777,14,73,102.1
2024-05-10T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,2,3.567,3.764,3.306,100.0,Discharging,7090.26,45.42,54.38,37.63,32.57,2.988,1.388,3.061,1380022,99,22.4,2.14,0.0,102.4,117.2,1.0,Chennai,13.0827,80.2707,6,77,101.2
2024-05-11T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,9,3.491,3.75,3.102,73.29,Discharging,19331.24,35.51,49.62,31.5,31.13,3.203,1.528,2.165,1791805,192,40.0,1.54,0.0,199.5,34.8,1.7,Mumbai,19.076,72.8777,14,83,100.3
2024-05-11T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,39,3.659,4.042,3.427,56.92,Discharging,52409.79,42.75,49.38,38.01,36.22,3.316,1.262,3.296,1232020,598,85.0,1.25,0.0,116.2,7.5,0.5,Pune,18.5204,73.8567,560,82,94.9
2024-05-11T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,2,3.424,3.539,3.145,78.1,Discharging,3504.57,34.07,38.06,31.89,30.04,3.069,1.002,2.201,1323616,40,41.9,1.6,0.0,48.6,90.5,-0.7,Bangalore,12.9716,77.5946,920,76,91.7
2024-05-11T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,27,3.432,3.696,3.209,43.76,Discharging,27262.52,32.11,44.92,29.41,27.84,3.357,1.457,3.952,1669481,341,80.5,0.9,0.0,184.2,40.9,-0.3,Mumbai,19.076,72.8777,14,85,101.1
2024-05-12T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,3,3.706,3.845,3.499,61.57,Discharging,7599.39,41.71,56.0,38.52,34.53,2.993,1.452,3.718,1655374,98,84.5,1.37,0.0,154.7,54.0,0.4,Delhi,28.6139,77.209,216,69,100.7
2024-05-12T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,6,3.713,3.862,3.499,73.67,Discharging,16771.68,41.51,45.38,38.14,32.4,3.348,1.626,3.959,1080826,208,81.6,1.64,0.0,160.0,83.7,1.6,Chennai,13.0827,80.2707,6,75,102.6
2024-05-12T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,8,3.509,3.66,3.192,93.46,Discharging,10747.43,39.88,52.89,33.26,30.39,3.166,1.292,3.197,1663150,110,60.5,1.97,0.0,107.2,45.3,1.5,Chennai,13.0827,80.2707,6,77,101.4
2024-05-12T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,45,3.409,3.654,3.264,-0.16,Idle,41671.76,32.83,44.72,25.22,32.52,3.549,1.269,2.37,1542631,599,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,75,100.9
2024-05-13T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,28,3.478,3.611,3.113,0.43,Idle,37245.05,32.93,38.48,30.09,33.56,3.402,1.213,3.956,1745162,438,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,65,99.1
2024-05-13T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,31,3.566,3.72,3.323,51.82,Discharging,32647.71,41.4,50.34,34.22,34.4,3.264,1.109,2.17,1376933,441,42.9,1.11,0.0,79.4,89.2,-1.0,Bangalore,12.9716,77.5946,920,70,91.9
2024-05-13T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,11,3.524,3.736,3.299,23.25,Discharging,15963.48,40.89,51.93,35.82,35.34,3.415,1.035,2.671,1545173,177,88.7,0.49,0.0,158.7,1.9,-2.0,Chennai,13.0827,80.2707,6,89,101.4
2024-05-13T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,45,3.664,3.767,3.397,39.37,Discharging,53420.4,31.62,43.55,27.73,26.78,3.26,1.007,3.987,1517677,597,83.4,0.87,0.0,90.3,52.5,1.9,Mumbai,19.076,72.8777,14,84,100.3
2024-05-14T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,56,3.638,3.846,3.385,59.66,Discharging,62503.91,36.5,48.73,31.35,31.18,3.721,1.554,3.214,1238292,714,34.7,1.3,0.0,53.6,47.8,-1.7,Pune,18.5204,73.8567,560,70,93.2
2024-05-14T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,42,3.592,3.702,3.326,-0.51,Idle,62719.54,28.47,35.94,25.14,26.05,3.491,1.723,3.888,1057707,644,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,57,100.4
2024-05-14T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,54,3.463,3.564,3.311,62.29,Discharging,56075.42,36.41,49.3,29.24,32.7,3.401,1.282,2.561,1178722,650,88.5,1.29,0.0,30.2,12.4,0.9,Chennai,13.0827,80.2707,6,88,100.9
2024-05-14T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,21,3.637,3.912,3.365,29.18,Discharging,31121.32,35.15,42.35,28.36,28.3,3.181,1.418,3.198,1548906,351,78.0,0.64,0.0,26.7,13.4,-0.1,Bangalore,12.9716,77.5946,920,74,92.0
2024-05-15T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,7,3.748,4.145,3.564,65.89,Discharging,17617.32,37.98,48.66,31.42,30.04,2.998,1.196,3.017,1668121,211,25.8,1.48,0.0,141.9,68.0,1.8,Delhi,28.6139,77.209,216,58,100.1
2024-05-15T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,1,3.622,3.851,3.407,85.4,Discharging,15158.35,32.46,38.26,25.31,26.81,2.935,1.798,3.974,1724337,152,30.2,1.86,0.0,20.3,0.7,-1.8,Pune,18.5204,73.8567,560,79,94.3
2024-05-15T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,52,3.643,3.813,3.503,-43.69,Charging,75530.16,27.59,40.76,20.93,26.52,3.487,1.425,2.276,1673675,770,0.0,0.0,0.96,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,77,101.4
2024-05-15T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,30,3.714,4.088,3.347,29.54,Discharging,34691.23,30.68,39.44,24.12,31.48,3.098,1.422,2.164,1043898,414,20.9,0.66,0.0,151.4,3.2,-1.8,Chennai,13.0827,80.2707,6,80,102.1
2024-05-16T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,55,3.52,3.859,3.22,96.27,Discharging,65950.02,45.89,60.46,40.55,33.39,3.669,1.511,2.328,1792948,709,57.7,2.03,0.0,148.4,116.1,-0.5,Delhi,28.6139,77.209,216,66,99.2
2024-05-16T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,40,3.679,3.963,3.382,80.27,Discharging,54533.3,39.78,51.7,35.38,32.57,3.535,1.478,3.409,1434955,625,45.7,1.77,0.0,114.1,72.7,-0.6,Bangalore,12.9716,77.5946,920,73,91.0
2024-05-16T12:00:00,JLR-EV-1011,RANGE_ROVER_EV,51,3.719,4.046,3.387,17.81,Discharging,69083.29,28.82,38.59,22.68,27.29,3.576,1.121,2.299,1651022,760,40.9,0.4,0.0,99.2,94.7,0.7,Chennai,13.0827,80.2707,6,89,101.8
2024-05-16T18:00:00,JLR-EV-1011,RANGE_ROVER_EV,59,3.411,3.788,3.262,-30.26,Charging,80878.92,34.61,43.72,27.07,35.35,3.771,1.03,3.29,1532179,841,0.0,0.0,0.62,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,72,101.2
2024-05-17T00:00:00,JLR-EV-1011,RANGE_ROVER_EV,3,3.542,3.72,3.244,23.19,Discharging,8109.13,39.16,46.3,32.93,34.46,3.32,1.279,3.672,1074252,81,51.8,0.49,0.0,8.1,14.4,2.1,Delhi,28.6139,77.209,216,73,99.7
2024-05-17T06:00:00,JLR-EV-1011,RANGE_ROVER_EV,37,3.677,4.024,3.306,0.54,Idle,55159.13,32.79,38.77,29.17,28.81,3.187,1.446,2.658,1045941,547,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,73,102.3
2024-05-17T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,48,3.685,3.857,3.402,55.31,Discharging,59418.93,31.95,37.97,25.89,26.3,3.267,1.002,3.347,1565425,660,83.0,1.22,0.0,137.3,22.3,0.8,Chennai,13.0827,80.2707,6,75,102.3
2024-05-17T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,15,3.635,3.811,3.513,49.06,Discharging,15512.33,39.29,46.38,34.63,31.65,3.227,1.343,2.037,1299398,189,27.8,1.07,0.0,3.9,74.6,0.6,Delhi,28.6139,77.209,216,58,99.7
2024-05-18T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,37,3.41,3.542,3.192,-0.04,Idle,35909.39,36.16,41.58,29.2,33.48,3.223,1.545,3.053,1452050,482,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,76,100.6
2024-05-18T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,53,3.496,3.8,3.185,29.25,Discharging,57916.4,36.99,47.99,29.55,33.44,3.463,1.138,2.813,1385188,770,72.3,0.61,0.0,21.2,120.0,-0.5,Mumbai,19.076,72.8777,14,75,101.0
2024-05-18T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,36,3.594,3.852,3.384,88.17,Discharging,33621.41,33.2,39.34,27.01,25.36,3.304,1.027,2.808,1212175,448,58.6,1.9,0.0,110.1,31.6,-2.0,Chennai,13.0827,80.2707,6,84,101.5
2024-05-18T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,56,3.63,3.953,3.431,1.98,Idle,68669.72,27.27,31.04,20.35,26.08,3.239,1.792,2.021,1664959,805,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,70,99.8
2024-05-19T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,35,3.466,3.774,3.323,0.32,Idle,42813.63,34.51,44.19,27.2,34.01,3.343,1.679,2.963,1051742,482,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,82,92.7
2024-05-19T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,33,3.483,3.651,3.314,69.59,Discharging,39348.62,35.61,42.78,31.67,29.28,3.165,1.377,3.704,1486137,444,29.0,1.45,0.0,29.2,86.1,1.9,Delhi,28.6139,77.209,216,62,99.6
2024-05-19T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,23,3.718,3.953,3.446,-45.08,Charging,37332.67,35.54,42.52,29.05,32.02,3.315,1.118,3.456,1586845,381,0.0,0.0,1.01,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,78,91.0
2024-05-19T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,24,3.765,3.974,3.639,42.99,Discharging,28349.65,36.61,42.44,30.77,30.52,3.411,1.278,2.3,1233730,368,64.9,0.97,0.0,40.2,65.8,-0.4,Bangalore,12.9716,77.5946,920,78,92.3
2024-05-20T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,42,3.669,3.784,3.366,-28.36,Charging,43306.1,31.06,41.55,27.46,28.18,3.488,1.265,3.536,1127483,534,0.0,0.0,0.62,0.0,0.0,0.0,Pune,18.5204,73.8567,560,62,93.0
2024-05-20T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,38,3.421,3.731,3.183,-0.65,Idle,46922.36,29.81,33.68,27.37,27.46,3.435,1.193,3.899,1133438,565,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,71,92.0
2024-05-20T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,28,3.676,3.87,3.386,54.07,Discharging,38619.22,35.22,49.82,31.56,27.92,3.335,1.574,3.921,1528112,483,45.7,1.19,0.0,38.1,97.0,-1.2,Bangalore,12.9716,77.5946,920,68,91.1
2024-05-20T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,38,3.607,3.88,3.232,57.58,Discharging,44041.17,36.41,40.39,31.63,30.31,3.62,1.477,2.993,1563340,478,88.7,1.25,0.0,135.2,25.9,1.3,Mumbai,19.076,72.8777,14,73,101.6
2024-05-21T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,9,3.565,3.688,3.313,17.0,Discharging,20436.27,31.26,39.35,29.13,33.18,3.137,1.38,3.692,1743189,202,58.9,0.36,0.0,131.9,114.4,1.8,Bangalore,12.9716,77.5946,920,82,92.3
2024-05-21T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,1,3.404,3.789,3.256,-1.64,Idle,1872.59,26.4,39.47,18.58,28.42,2.886,1.516,2.414,1272481,25,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,65,99.9
2024-05-21T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,17,3.506,3.631,3.143,-0.03,Idle,18312.59,25.7,28.84,21.88,26.66,2.992,1.38,3.695,1049126,236,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,69,101.2
2024-05-21T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,60,3.679,3.918,3.427,16.53,Discharging,80615.2,33.59,45.4,29.94,29.66,3.61,1.161,3.693,1688253,834,45.0,0.36,0.0,76.7,50.4,-0.7,Bangalore,12.9716,77.5946,920,86,92.8
2024-05-22T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,56,3.642,3.921,3.535,-0.71,Idle,63380.4,24.27,30.38,19.07,24.66,3.402,1.205,3.152,1748592,711,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,86,92.5
2024-05-22T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,60,3.645,3.995,3.309,61.15,Discharging,87365.37,34.26,41.18,30.22,28.5,3.788,1.63,3.424,1230096,864,21.2,1.34,0.0,155.6,52.2,0.5,Delhi,28.6139,77.209,216,64,99.2
2024-05-22T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,36,3.715,3.907,3.581,66.95,Discharging,53899.64,42.21,55.93,38.44,33.3,3.425,1.589,2.092,1385399,547,52.4,1.49,0.0,23.8,16.0,-2.3,Delhi,28.6139,77.209,216,69,99.0
2024-05-22T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,46,3.749,3.954,3.612,97.02,Discharging,50920.87,37.36,48.12,33.01,31.2,3.524,1.122,2.743,1441898,690,31.6,2.18,0.0,131.0,10.3,-2.1,Mumbai,19.076,72.8777,14,75,100.3
2024-05-23T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,21,3.447,3.652,3.342,65.24,Discharging,31182.62,37.5,47.53,34.95,31.57,3.022,1.323,2.345,1613766,371,41.9,1.35,0.0,163.8,20.9,-0.1,Pune,18.5204,73.8567,560,73,94.6
2024-05-23T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,31,3.401,3.658,3.187,103.02,Discharging,44874.4,35.68,41.93,28.02,24.82,3.377,1.352,2.413,1312207,447,33.9,2.1,0.0,17.1,81.2,-0.1,Pune,18.5204,73.8567,560,73,93.8
2024-05-23T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,37,3.703,3.984,3.542,-64.75,Charging,37942.45,33.68,41.47,26.57,24.58,3.37,1.474,2.915,1631518,546,0.0,0.0,1.44,0.0,0.0,0.0,Pune,18.5204,73.8567,560,72,94.6
2024-05-23T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,32,3.461,3.837,3.19,95.74,Discharging,50063.56,39.44,47.31,33.95,29.32,3.512,1.589,3.647,1330385,491,66.8,1.99,0.0,36.5,56.4,-1.2,Delhi,28.6139,77.209,216,67,99.1
2024-05-24T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,60,3.513,3.905,3.22,23.11,Discharging,64842.35,24.07,33.18,17.69,25.47,3.39,1.347,2.954,1794179,746,82.0,0.49,0.0,121.5,85.8,-0.8,Chennai,13.0827,80.2707,6,90,101.9
2024-05-24T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,44,3.455,3.692,3.082,101.03,Discharging,47148.88,41.58,54.49,35.17,29.04,3.341,1.068,2.591,1140108,551,82.5,2.09,0.0,149.0,13.0,-0.6,Delhi,28.6139,77.209,216,69,100.0
2024-05-24T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,57,3.61,3.712,3.387,25.91,Discharging,75627.96,33.62,42.34,31.5,32.24,3.356,1.694,2.625,1078455,758,45.7,0.56,0.0,62.6,81.7,-0.1,Chennai,13.0827,80.2707,6,71,101.8
2024-05-24T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,19,3.665,3.786,3.278,1.69,Idle,20903.07,31.24,38.57,28.34,29.62,3.32,1.306,3.282,1514340,232,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,75,98.9
2024-05-25T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,20,3.665,4.012,3.293,37.31,Discharging,24363.81,29.66,37.73,23.42,27.09,3.036,1.795,2.668,1521923,306,47.1,0.82,0.0,130.8,81.0,0.0,Bangalore,12.9716,77.5946,920,85,91.8
2024-05-25T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,7,3.614,3.772,3.482,74.54,Discharging,11056.95,36.97,40.11,33.3,26.81,3.039,1.245,2.489,1470390,151,34.0,1.62,0.0,0.6,47.2,-1.3,Pune,18.5204,73.8567,560,79,94.7
2024-05-25T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,23,3.679,4.075,3.511,78.74,Discharging,24890.23,38.06,51.18,32.88,32.54,3.461,1.696,2.469,1046289,326,41.3,1.74,0.0,81.9,108.1,-2.0,Delhi,28.6139,77.209,216,58,100.2
2024-05-25T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,57,3.508,3.727,3.242,81.95,Discharging,81141.87,36.46,43.46,28.49,30.07,3.351,1.288,2.263,1390647,833,66.3,1.72,0.0,165.2,45.7,0.6,Pune,18.5204,73.8567,560,70,94.2
2024-05-26T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,59,3.718,4.056,3.34,63.73,Discharging,68232.06,41.85,53.4,38.27,33.53,3.508,1.621,3.508,1666218,724,41.8,1.42,0.0,161.3,6.0,1.0,Chennai,13.0827,80.2707,6,84,101.8
2024-05-26T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,10,3.459,3.56,3.359,73.98,Discharging,12862.92,36.56,41.39,28.78,28.11,2.952,1.343,2.099,1341924,183,36.8,1.54,0.0,128.8,94.5,-1.5,Pune,18.5204,73.8567,560,73,93.3
2024-05-26T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,34,3.516,3.723,3.185,26.31,Discharging,51780.39,28.78,34.61,24.11,28.9,3.019,1.057,2.188,1410954,511,36.9,0.55,0.0,161.5,45.5,0.1,Bangalore,12.9716,77.5946,920,74,91.7
2024-05-26T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,46,3.429,3.634,3.082,-0.46,Idle,49784.76,33.79,44.09,27.09,31.24,3.313,1.685,2.423,1026713,675,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,78,94.8
2024-05-27T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,14,3.537,3.773,3.154,76.04,Discharging,23335.86,33.29,42.95,27.65,24.86,3.099,1.634,3.292,1569293,273,82.4,1.61,0.0,131.9,2.4,-1.3,Chennai,13.0827,80.2707,6,89,101.6
2024-05-27T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,27,3.43,3.557,3.215,73.12,Discharging,44813.38,35.59,45.36,28.36,32.09,3.396,1.721,3.852,1590986,468,54.3,1.5,0.0,135.2,94.6,-0.3,Chennai,13.0827,80.2707,6,79,101.4
2024-05-27T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,42,3.682,4.053,3.402,1.92,Idle,60017.07,34.54,47.5,27.29,32.44,3.65,1.795,2.39,1301250,641,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,85,102.1
2024-05-27T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,47,3.549,3.698,3.179,-35.45,Charging,47877.73,39.36,46.86,33.22,32.18,3.536,1.025,2.387,1200678,617,0.0,0.0,0.75,0.0,0.0,0.0,Delhi,28.6139,77.209,216,68,99.1
2024-05-28T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,3,3.57,3.921,3.368,1.79,Idle,8967.38,35.64,40.06,32.04,31.72,2.929,1.688,3.993,1580387,101,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,70,94.1
2024-05-28T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,37,3.444,3.618,3.114,-47.68,Charging,51944.93,39.17,53.9,31.25,32.25,3.232,1.529,2.772,1344767,542,0.0,0.0,0.99,0.0,0.0,0.0,Pune,18.5204,73.8567,560,71,93.1
2024-05-28T12:00:00,JLR-EV-1012,RANGE_ROVER_EV,19,3.532,3.671,3.258,0.94,Idle,25243.93,22.76,35.1,19.92,23.58,3.236,1.538,3.906,1464382,331,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,76,100.7
2024-05-28T18:00:00,JLR-EV-1012,RANGE_ROVER_EV,6,3.705,4.052,3.318,60.98,Discharging,12258.68,37.5,50.55,34.88,30.93,3.077,1.719,3.813,1552191,167,23.6,1.36,0.0,178.4,24.0,-0.5,Bangalore,12.9716,77.5946,920,73,91.7
2024-05-29T00:00:00,JLR-EV-1012,RANGE_ROVER_EV,58,3.65,3.894,3.387,81.39,Discharging,77070.6,38.79,43.67,33.16,32.33,3.764,1.665,3.271,1192974,790,22.8,1.78,0.0,197.9,23.9,0.9,Pune,18.5204,73.8567,560,67,93.9
2024-05-29T06:00:00,JLR-EV-1012,RANGE_ROVER_EV,50,3.635,3.932,3.512,-35.24,Charging,54833.88,29.11,42.63,23.23,24.12,3.333,1.48,2.399,1582056,749,0.0,0.0,0.77,0.0,0.0,0.0,Delhi,28.6139,77.209,216,65,100.3
